species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Spea multiplicata,479,14,4,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,L1,LARD,LINE,LTR,PIGGYBAC,TC1MARINER,TIR","DIRS,LINE,LTR,TIR","CLASSI,CLASSII",116,7535,4549.8204592901875,5194,47.93046403117714,50.98039215686274,GCA_009364415.1,usc_Smult_1.0,40.0,30692,refseq,animal,25,20
Alligator mississippiensis,476,19,6,2,"CR1,CRYPTON,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,LTR,P,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR,TRNA","CRYPTON,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",102,9868,1649.5567226890757,973,53.06311670149621,53.38882282996433,GCF_030867095.1,rAllMis1,45.0,38556409,refseq,animal,70,57
Anabarilius grahami,472,21,6,2,"BELPAO,CACTA,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,LTR,MERLIN,MULE,PIFHARBINGER,RTE,TC1MARINER,TIR,TRNA","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",112,9676,3977.3686440677966,5183,48.37843674756246,53.272796065077564,GCA_003731715.1,BGI_Agra_1.0,37.5,36058,refseq,animal,29,23
Sacculina carcini,471,16,4,2,"BELPAO,COPIA,CR1,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,LTR,P,PIFHARBINGER,PIGGYBAC,RTE,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",932,12533,4357.855626326964,4509,46.21210176943891,46.45922746781116,GCA_916048095.2,qxSacCarc1.2,42.0,3521841,refseq,animal,26,21
Helianthus annuus,470,11,4,2,"CACTA,COPIA,GYPSY,HAT,HELITRON,L1,LARD,LINE,PIFHARBINGER,RTE,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",1833,19926,8141.185106382979,7911,39.89392514794092,40.1721451361579,GCF_002127325.2,HanXRQr2.0-SUNRISE,38.5,2005037,refseq,planta,14,11
Athripsodes cinereus,467,18,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,L1,LINE,MULE,P,PIFHARBINGER,PIGGYBAC,R1,RTE,SINE,TC1MARINER","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",155,11917,3869.869379014989,3744,38.8755471120411,38.34187061278695,GCA_947579605.1,iiAthCine2.1,32.5,948465,refseq,animal,30,24
Drosophila willistoni,466,17,6,2,"BELPAO,CACTA,COPIA,CR1,GYPSY,HAT,HELITRON,I,KOLOBOK,LINE,P,PIFHARBINGER,PIGGYBAC,PLE,R1,TC1MARINER,TRNA","HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",160,11225,3700.912017167382,2891,38.47381145372603,37.43402354851807,GCF_018902025.1,UCI_dwil_1.1,37.5,9079863,refseq,animal,31,26
Yponomeuta sedellus,462,18,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LARD,LINE,MULE,P,PIFHARBINGER,PIGGYBAC,R1,RTE,SINE,TC1MARINER","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",322,14015,3821.069264069264,3848,41.084330506722544,40.320758978992544,GCA_934045075.1,ilYpoSedl1.1,39.5,2765353,refseq,animal,31,25
Blastobasis adustella,455,18,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,PIFHARBINGER,PIGGYBAC,R1,RTE,SINE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",204,8721,3718.246153846154,3899,42.27627274135179,41.668510732462934,GCA_907269095.1,ilBlaAdus2.1,40.0,17994227,refseq,animal,32,26
Populus trichocarpa,455,11,5,2,"CACTA,COPIA,ERV,GYPSY,HAT,HELITRON,L1,LARD,PIFHARBINGER,SINE,TIR","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",158,11756,4046.575824175824,4608,39.038203243053566,39.49757230314545,GCF_000002775.5,P.trichocarpa_v4.1,34.0,13159747,refseq,planta,29,24
Strongylocentrotus purpuratus,454,22,8,2,"ACADEM-1,BELPAO,CACTA,CR1,CRYPTON,DIRS,GYPSY,HAT,HELITRON,I,KOLOBOK,L1,LINE,MULE,P,PIFHARBINGER,PIGGYBAC,PLE,RTE,TC1MARINER,TIR,TRNA","CRYPTON,DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",148,12592,3385.986784140969,3359,39.79254262044059,40.51282051282051,GCF_000002235.5,Spur_5.0,37.5,2052140,refseq,animal,35,29
Aporrectodea caliginosa,454,13,3,2,"COPIA,CR1,GYPSY,HAT,I,L1,LARD,LINE,MULE,P,PIGGYBAC,RTE,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",505,9403,3222.5616740088108,3240,44.62947587026158,45.1949860724234,GCA_020284085.1,ApCa_Genome_070519_masked.fasta,40.0,825441,refseq,animal,37,30
Emydura subglobosa,446,20,6,2,"ACADEM-1,CR1,CRYPTON,DIRS,ERV,GYPSY,HAT,I,KOLOBOK,L1,LARD,LINE,LTR,MERLIN,P,PIFHARBINGER,RTE,SINE,TIR,TRNA","CRYPTON,DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",100,10910,2702.9686098654706,2535,48.23235590534864,47.239624119028974,GCA_007922225.1,Emydura_subglobosa-1.0,43.0,350989,refseq,animal,45,37
Chondrus crispus,435,14,4,2,"ACADEM-1,CACTA,COPIA,DIRS,GYPSY,HAT,HELITRON,LTR,MULE,P,PIFHARBINGER,PIGGYBAC,TC1MARINER,TIR","DIRS,HELITRON,LTR,TIR","CLASSI,CLASSII",106,14852,4698.873563218391,4640,52.28482675996207,51.49229255493605,GCF_000350225.1,ASM35022v2,53.0,77654,refseq,otro,26,22
Salarias fasciatus,432,16,6,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,PIFHARBINGER,RTE,SINE,TC1MARINER","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",133,12787,3779.8981481481483,3615,46.80804343802542,46.49122807017544,GCF_902148845.1,fSalaFa1.1,44.5,2597836,refseq,animal,33,27
Erpetoichthys calabaricus,430,16,5,2,"BELPAO,COPIA,CR1,ERV,GYPSY,HAT,HELITRON,I,L1,LINE,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",243,8638,3057.572093023256,2957,44.28456001803923,43.3105164903547,GCF_900747795.2,fErpCal1.3,39.5,6772339,refseq,animal,41,34
Gymnothorax reevesii,428,17,5,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,MERLIN,PIFHARBINGER,RTE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",114,10448,3683.3831775700933,3655,43.99353239655465,42.70422535211267,GCA_029721435.1,ASM2972143v1,41.5,53379876,refseq,animal,34,28
Halyomorpha halys,422,22,6,2,"ACADEM-1,BELPAO,CACTA,COPIA,CR1,ERV,GYPSY,HAT,HELITRON,I,L1,LINE,LTR,MERLIN,PIFHARBINGER,PIGGYBAC,PLE,R1,RTE,TC1MARINER,TIR,TRNA","HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",83,3851,760.5710900473933,679,38.7941878334582,38.427947598253276,GCF_000696795.3,Hhal_1.1,31.0,17705,refseq,animal,171,140
Sarcophaga variegata,416,15,4,2,"BELPAO,COPIA,CR1,GYPSY,HAT,HELITRON,I,LINE,P,PIFHARBINGER,PIGGYBAC,R1,RTE,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",119,12031,4556.59375,4619,37.87043627638361,35.752292539341106,GCA_932273835.1,idSarVari1.1,33.5,7365154,refseq,animal,29,23
Cimex lectularius,414,8,4,2,"CR1,GYPSY,HELITRON,I,LINE,R1,RTE,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",429,5721,2167.954106280193,1713,40.51606293421685,40.31510658016682,GCF_000648675.2,Clec_2.1,35.0,552423,refseq,animal,61,50
Anaspis maculata,413,16,5,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,I,L1,LARD,LINE,MULE,PIFHARBINGER,R1,RTE,SINE,TC1MARINER","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",348,12724,4071.0314769975785,3972,42.04921509015862,41.58969372873116,GCA_949128115.1,icAnaMacu3.1,40.0,6778000,refseq,animal,32,26
Amblyraja radiata,406,14,5,2,"BELPAO,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,PIFHARBINGER,RTE,TC1MARINER","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",566,18331,3901.0862068965516,4020,47.53693794492597,47.55736491487787,GCF_010909765.2,sAmbRad1.1.pri,44.5,1462921,refseq,animal,34,28
Salmo salar,406,20,7,2,"BELPAO,CACTA,COPIA,CR1,CRYPTON,DIRS,ERV,GYPSY,HAT,I,KOLOBOK,L1,LINE,PIFHARBINGER,PIGGYBAC,PLE,RTE,TC1MARINER,TIR,TRNA","CRYPTON,DIRS,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",148,11689,3280.593596059113,2897,44.45443444388478,43.11224489795919,GCF_905237065.1,Ssal_v3.1,43.5,28058890,refseq,animal,41,33
Pelusios castaneus,405,19,6,2,"ACADEM-1,CR1,CRYPTON,DIRS,ERV,GYPSY,HAT,I,L1,LARD,LINE,LTR,MERLIN,P,PIFHARBINGER,RTE,SINE,TC1MARINER,TIR","CRYPTON,DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",116,8748,3379.562962962963,3550,48.18510731009017,49.11886662059433,GCA_007922175.1,Pelusios_castaneus-1.0,43.0,74864,refseq,animal,40,32
Senecio squalidus,403,11,4,2,"CACTA,COPIA,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,MULE,PIFHARBINGER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",802,17792,7079.550868486353,7087,39.309622677946955,39.22427783187277,GCA_910822075.1,dSenSqu2.1,35.0,157076,refseq,planta,19,15
Aldrovandia affinis,400,17,6,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,PIFHARBINGER,RTE,TC1MARINER,TIR,TRNA","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",150,10818,3118.4775,3143,45.78611414085533,44.39490445859873,GCA_029706075.1,AAFF_1.1,43.0,2000165,refseq,animal,44,36
Amborella trichopoda,400,13,5,2,"COPIA,ERV,GYPSY,HAT,HELITRON,L1,LARD,MULE,P,PIFHARBINGER,RTE,SINE,TIR","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",108,10214,4080.52,4255,38.56920850505723,38.549270072992705,GCF_000471905.2,AMTR1.0,37.5,29332,refseq,planta,33,27
Apoda limacodes,400,17,5,2,"ACADEM-1,BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LINE,LTR,MULE,PIFHARBINGER,R1,RTE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",423,8824,3599.315,3287,39.145074010123984,37.640449438202246,GCA_946406115.1,ilApoLima1.1,35.5,15913142,refseq,animal,38,31
Achlya flavicornis,394,17,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LARD,LINE,LTR,PIFHARBINGER,R1,RTE,SINE,TC1MARINER,TRNA","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",168,7707,3802.4467005076144,3999,40.61592883640249,37.790466073562605,GCA_947623365.1,ilAchFlav2.1,37.5,11759888,refseq,animal,36,30
Astatotilapia calliptera,393,21,7,2,"BELPAO,CACTA,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,L1,LINE,LTR,MULE,PIFHARBINGER,PIGGYBAC,PLE,RTE,SINE,TC1MARINER,TIR,TRNA","DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",150,11238,4184.1170483460555,4186,45.14360527132653,44.58703520895032,GCF_900246225.1,fAstCal1.2,41.0,4438245,refseq,animal,33,27
Conomelus anceps,393,14,4,2,"BELPAO,COPIA,CR1,GYPSY,HAT,HELITRON,I,LINE,MERLIN,P,PIFHARBINGER,R1,RTE,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",714,12031,3994.442748091603,4028,36.33956798056165,36.057441253263704,GCA_948455865.1,ihConAnce4.1,34.5,1071000,refseq,animal,35,28
Anthocharis cardamines,392,17,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LARD,LINE,LTR,P,R1,RTE,SINE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",201,14037,4049.6071428571427,3999,40.78637456446215,37.702191987906275,GCA_905404175.1,ilAntCard3.1,34.5,6265090,refseq,animal,34,28
Aphyosemion australe,392,11,4,2,"BELPAO,CR1,DIRS,ERV,GYPSY,HAT,I,L1,LINE,RTE,TC1MARINER","DIRS,LINE,LTR,TIR","CLASSI,CLASSII",154,7252,2996.4617346938776,3117,42.000700963645244,42.857142857142854,GCA_006937985.1,MPIBA_Aaus_1.0,41.5,119465,refseq,animal,46,38
Lytechinus pictus,383,12,5,2,"BELPAO,CR1,DIRS,GYPSY,I,L1,LARD,LINE,PIFHARBINGER,RTE,SINE,TC1MARINER","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",202,9609,3689.0104438642297,3822,35.995182351585164,34.134948096885815,GCF_037042905.1,Lp3.0,36.5,30022000,refseq,animal,38,31
Metaphire vulgaris,375,15,3,2,"CACTA,COPIA,CR1,GYPSY,HAT,I,L1,LARD,LINE,MULE,P,PIGGYBAC,RTE,TC1MARINER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",553,12766,3004.981333333333,3226,42.30591102939311,40.88479809976247,GCA_018105865.1,SUMHS_MV_1.0,40.0,3037406,refseq,animal,48,39
Nemophila menziesii,373,11,4,2,"CACTA,COPIA,ERV,GYPSY,HAT,HELITRON,L1,LARD,MULE,PIFHARBINGER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",571,16161,5651.3297587131365,5313,35.431573898509896,34.99893230834935,GCA_029959085.1,daNemMenz1.0.hap1,33.5,8432673,refseq,planta,26,21
Carlito syrichta,370,10,4,2,"ALU,CR1,ERV,HAT,L1,LARD,LTR,MULE,PIGGYBAC,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",103,11513,2837.7783783783784,1331,41.41141235775211,39.98908892525914,GCF_000164805.1,Tarsius_syrichta-2.0.1,41.0,38165,refseq,animal,52,42
Forficula auricularia,370,16,5,2,"BELPAO,COPIA,CR1,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,MULE,PIGGYBAC,R1,RTE,SINE,TC1MARINER","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",413,12706,2997.048648648649,3084,36.52862073428286,36.140617096611024,GCA_024734495.1,UO_Faur_GA_v1.1,31.0,254061,refseq,animal,49,40
Culex quinquefasciatus,369,15,5,2,"BELPAO,CACTA,COPIA,CR1,GYPSY,HAT,I,L1,MULE,PIGGYBAC,PLE,R1,RTE,TIR,TRNA","LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",147,13558,4648.609756097561,4584,46.695790962065246,49.10344827586207,GCF_015732765.1,VPISU_Cqui_1.0_pri_paternal,37.0,2875282,refseq,animal,32,26
Cylas formicarius,366,14,5,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LINE,PIFHARBINGER,R1,RTE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",141,11094,2614.3907103825136,1855,37.554009842684295,37.3109243697479,GCF_029955315.1,icCylForm1.1,34.5,2934011,refseq,animal,57,47
Galaxea fascicularis,364,18,7,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HELITRON,KOLOBOK,L1,LARD,LINE,LTR,PIFHARBINGER,PLE,RTE,SINE,TC1MARINER,TIR,TRNA","DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",145,11568,3451.2774725274726,3447,41.51538717019746,41.069479810840306,GCA_948470475.1,jaGalFasc40.1,40.0,1749000,refseq,animal,43,35
Hordeum vulgare,359,9,3,2,"CACTA,COPIA,GYPSY,L1,LARD,MULE,PIFHARBINGER,RTE,TIR","LINE,LTR,TIR","CLASSI,CLASSII",272,14456,6560.871866295264,5793,47.42442342761904,46.277590722035164,GCF_904849725.1,MorexV3_pseudomolecules_assembly,44.5,69630691,refseq,planta,23,19
Eucalyptus grandis,353,10,4,2,"COPIA,ERV,GYPSY,HELITRON,L1,LARD,MULE,PIFHARBINGER,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",448,10863,5417.3314447592065,5515,41.722387539105625,41.768973214285715,GCF_016545825.1,ASM1654582v1,39.5,614301,refseq,planta,28,23
Ricordea florida,352,15,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,KOLOBOK,L1,LARD,LINE,PIFHARBINGER,RTE,SINE,TC1MARINER","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",286,11508,3936.2357954545455,3724,41.54749123184813,41.06830122591944,GCA_949710005.1,jaRicFlor1.1,38.5,2968506,refseq,animal,39,32
Beta vulgaris,351,11,5,2,"COPIA,GYPSY,HAT,HELITRON,L1,LARD,MULE,PIFHARBINGER,RTE,SINE,TC1MARINER","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",424,11967,5747.809116809117,5327,39.337950998009404,38.64401076716016,GCF_026745355.1,EL10.2,36.0,1287207,refseq,planta,27,22
Haliotis rubra,346,15,5,2,"BELPAO,CR1,DIRS,GYPSY,HAT,I,L1,LARD,LINE,MULE,PIFHARBINGER,RTE,TC1MARINER,TIR,TRNA","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",352,9523,3598.7023121387283,3460,39.809943808608864,39.68702865761689,GCF_003918875.1,ASM391887v1,40.5,1177711,refseq,animal,44,36
Brassica napus,342,11,5,2,"CACTA,COPIA,GYPSY,HAT,HELITRON,L1,LARD,MULE,PIFHARBINGER,SINE,TIR","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",103,16508,5354.856725146199,5254,42.95716490284416,42.91965366353226,GCF_020379485.1,Da-Ae,37.0,1580367,refseq,planta,30,24
Archocentrus centrarchus,337,18,5,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,I,L1,LINE,P,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR,TRNA","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",103,17082,3471.7151335311573,2734,45.35474359880127,44.36564223798266,GCF_007364275.1,fArcCen1,41.0,2146538,refseq,animal,47,38
Branchinecta lindahli,336,12,4,2,"CR1,DIRS,GYPSY,HAT,I,L1,LARD,LINE,LTR,MULE,R1,RTE","DIRS,LINE,LTR,TIR","CLASSI,CLASSII",532,10612,3473.25,3456,43.03685533053957,42.914039163624295,GCA_023053555.1,BRLI_1.1,42.0,3495440,refseq,animal,47,38
Penaeus monodon,333,18,7,2,"ACADEM-1,BELPAO,CACTA,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,KOLOBOK,MERLIN,PIFHARBINGER,PIGGYBAC,PLE,RTE,TC1MARINER,TRNA","DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",131,11463,3093.027027027027,2549,43.18038351880869,42.286465177398156,GCF_015228065.2,NSTDA_Pmon_1,36.5,45188,refseq,animal,53,43
Sarcophaga rosellei,333,17,4,2,"BELPAO,CACTA,COPIA,CR1,GYPSY,HAT,HELITRON,I,LARD,LINE,P,PIFHARBINGER,PIGGYBAC,R1,RTE,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",608,15265,4650.168168168168,4708,37.13788777176721,35.177865612648226,GCA_930367235.1,idSarRose1.1,33.5,44792449,refseq,animal,35,29
Lepomis macrochirus,333,17,5,2,"BELPAO,CACTA,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,PIFHARBINGER,RTE,TC1MARINER,TIR","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",207,14147,3091.012012012012,2263,45.28073704398344,43.69713224675057,GCA_024633595.2,Lm_LA_1.1,41.0,1391952,refseq,animal,53,43
Schmidtea mediterranea,330,11,4,2,"BELPAO,CACTA,GYPSY,HAT,LINE,MERLIN,MULE,PIGGYBAC,PLE,TC1MARINER,TIR","LINE,LTR,PLE,TIR","CLASSI,CLASSII",194,19906,3117.8939393939395,2608,33.4460952266979,32.66550522648083,GCA_045838265.1,schMedS3h1,29.5,9624337,refseq,animal,53,43
Ischnura elegans,329,18,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,P,PIGGYBAC,R1,RTE,SINE,TC1MARINER,TRNA","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",188,14965,3562.2218844984804,3412,42.530504687869715,42.44072221013705,GCF_921293095.1,ioIscEleg1.1,38.5,13055916,refseq,animal,46,38
Arctia plantaginis,328,14,5,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,LINE,MULE,PIFHARBINGER,R1,RTE,TC1MARINER","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",248,7784,3428.576219512195,3659,40.209750964346306,39.5066889632107,GCA_902825455.1,iArcPla.TrioY.curated.20190705,36.5,4251345,refseq,animal,48,40
Holothuria scabra,325,12,5,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,I,L1,LARD,LINE,RTE","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",580,14551,3949.7015384615383,3599,40.32066865788067,39.56704750450992,GCA_037179385.1,gxtcmu_HoScra_1.0,38.5,4748000,refseq,animal,42,35
Anguilla anguilla,323,15,6,2,"BELPAO,CR1,DIRS,ERV,GYPSY,HELITRON,I,L1,LARD,LINE,PIGGYBAC,RTE,SINE,TC1MARINER,TRNA","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",186,11884,3513.7120743034056,3500,46.430532805909024,44.361132364192805,GCF_013347855.1,fAngAng1.pri,43.5,5114673,refseq,animal,48,39
Carassius auratus,320,6,3,2,"BELPAO,COPIA,DIRS,GYPSY,LTR,TC1MARINER","DIRS,LTR,TIR","CLASSI,CLASSII",203,11024,6840.090625,6816,46.142744567183435,44.834878802667966,GCF_003368295.1,ASM336829v1,37.5,821153,refseq,animal,25,20
Aphanius iberus,319,15,5,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,I,L1,LINE,PIFHARBINGER,RTE,SINE,TC1MARINER,TIR","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",157,10370,3194.786833855799,2941,42.81000172275152,42.75051315543944,GCA_028564705.1,Aphanius_MNCN_1.0,39.0,1625559,refseq,animal,53,44
Blastomussa wellsi,319,15,6,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,HELITRON,KOLOBOK,L1,LINE,MULE,PIFHARBINGER,RTE,SINE,TC1MARINER","DIRS,HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",254,15796,3916.818181818182,4139,42.464963072463824,43.492063492063494,GCA_947652115.1,jaBlaWell11.1,40.0,418556,refseq,animal,44,36
Penaeus vannamei,317,21,5,2,"ACADEM-1,BELPAO,CACTA,COPIA,CR1,GYPSY,HAT,I,KOLOBOK,LINE,LTR,MERLIN,MULE,P,PIFHARBINGER,PIGGYBAC,PLE,RTE,TC1MARINER,TIR,TRNA","LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",117,13215,4094.5078864353313,3667,42.858793994266044,42.22222222222222,GCF_042767895.1,ASM4276789v1,35.5,201414,refseq,animal,42,34
Alligator sinensis,317,16,4,2,"CR1,ERV,GYPSY,HAT,I,L1,LINE,LTR,P,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",108,8883,1429.2334384858045,791,52.32706981591632,52.331606217616574,GCF_000455745.1,ASM45574v1,44.5,23412,refseq,animal,121,99
Impatiens glandulifera,316,8,3,2,"CACTA,COPIA,GYPSY,HAT,L1,LARD,MULE,PIFHARBINGER","LINE,LTR,TIR","CLASSI,CLASSII",671,13919,5568.158227848101,5097,37.791483235995315,38.210212678516385,GCF_907164915.1,dImpGla2.1,32.0,1916592,refseq,planta,31,25
Crocodylus porosus,314,17,5,2,"CR1,ERV,GYPSY,HAT,HELITRON,I,L1,LINE,LTR,P,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR,TRNA","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",100,8834,1448.9012738853503,850,51.12848630709311,51.37614678899083,GCF_001723895.1,CroPor_comp1,44.0,34073,refseq,animal,120,98
Latimeria chalumnae,311,17,7,2,"CR1,DIRS,ERV,GYPSY,HAT,HELITRON,KOLOBOK,L1,LINE,LTR,PIFHARBINGER,PIGGYBAC,PLE,RTE,TC1MARINER,TIR,TRNA","DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",150,10752,3126.147909967846,3041,45.42033175776702,44.34675935391535,GCF_037176945.1,fLatCha1.pri,42.5,42076942,refseq,animal,56,46
Erysiphe necator,311,7,4,2,"COPIA,CR1,GYPSY,HELITRON,I,RTE,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",507,15273,5783.855305466238,5579,39.948920077302795,40.16544117647059,GCA_024703715.1,EnE101_chr_assembly_v3,40.0,6658188,refseq,hongo,30,25
Acyrthosiphon pisum,310,14,4,2,"ACADEM-1,BELPAO,CACTA,GYPSY,HAT,HELITRON,KOLOBOK,LINE,MULE,P,PIFHARBINGER,R1,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",126,8982,1328.1645161290323,616,35.20283121035701,32.346241457858774,GCF_005508785.2,pea_aphid_22Mar2018_4r6ur_v2,29.5,25986,refseq,animal,133,109
Heterocephalus glaber,304,10,4,2,"ALU,ERV,GYPSY,HAT,L1,LARD,MULE,PIGGYBAC,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",109,8806,2379.967105263158,598,42.83196574473484,41.826522101751465,GCF_000247695.1,HetGla_female_1.0,40.0,47778,refseq,animal,76,62
Anniella stebbinsi,300,14,5,2,"BELPAO,COPIA,CR1,DIRS,ERV,GYPSY,HAT,HELITRON,L1,LARD,LINE,PIFHARBINGER,RTE,TC1MARINER","DIRS,HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",327,8214,4334.6033333333335,4786,42.98001762719891,40.78341013824885,GCA_051312545.1,rAnnSte1.1.hap2,43.5,120154278,refseq,animal,42,34
